sample,time,outcome,cumulative
0,695,-1,6
0,696,1,7
0,697,-1,6
0,698,-1,5
0,699,1,6
0,700,1,7
0,701,1,8
0,702,1,9
0,703,-1,8
0,704,-1,7
0,705,1,8
0,706,1,9
0,707,-1,8
0,708,-1,7
0,709,-1,6
0,710,1,7
0,711,-1,6
0,712,-1,5
0,713,1,6
0,714,-1,5
0,715,1,6
0,716,1,7
0,717,1,8
0,718,1,9
0,719,-1,8
0,720,-1,7
0,721,1,8
0,722,1,9
0,723,-1,8
0,724,1,9
0,725,1,10
0,726,1,11
0,727,1,12
0,728,-1,11
0,729,-1,10
0,730,1,11
0,731,-1,10
0,732,1,11
0,733,1,12
0,734,1,13
0,735,1,14
0,736,-1,13
0,737,1,14
0,738,1,15
0,739,-1,14
0,740,-1,13
0,741,1,14
0,742,1,15
0,743,-1,14
0,744,-1,13
0,745,-1,12
0,746,1,13
0,747,-1,12
0,748,1,13
0,749,1,14
0,750,1,15
0,751,-1,14
0,752,-1,13
0,753,1,14
0,754,1,15
0,755,1,16
0,756,-1,15
0,757,-1,14
0,758,1,15
0,759,1,16
0,760,1,17
0,761,-1,16
0,762,1,17
0,763,1,18
0,764,1,19
0,765,-1,18
0,766,1,19
0,767,-1,18
0,768,1,19
0,769,1,20
0,770,1,21
0,771,1,22
0,772,-1,21
0,773,1,22
0,774,-1,21
0,775,1,22
0,776,1,23
0,777,1,24
0,778,1,25
0,779,-1,24
0,780,1,25
0,781,-1,24
0,782,1,25
0,783,1,26
0,784,1,27
0,785,-1,26
0,786,-1,25
0,787,1,26
0,788,-1,25
0,789,1,26
0,790,-1,25
0,791,1,26
0,792,-1,25
0,793,-1,24
0,794,-1,23
0,795,-1,22
0,796,-1,21
0,797,-1,20
0,798,-1,19
0,799,-1,18
0,800,1,19
0,801,-1,18
0,802,-1,17
0,803,1,18
0,804,1,19
0,805,-1,18
0,806,1,19
0,807,1,20
0,808,1,21
0,809,-1,20
0,810,-1,19
0,811,-1,18
0,812,1,19
0,813,1,20
0,814,-1,19
0,815,1,20
0,816,1,21
0,817,1,22
0,818,-1,21
0,819,-1,20
0,820,-1,19
0,821,1,20
0,822,1,21
0,823,-1,20
0,824,-1,19
0,825,1,20
0,826,1,21
0,827,1,22
0,828,-1,21
0,829,1,22
0,830,1,23
0,831,1,24
0,832,-1,23
0,833,-1,22
0,834,-1,21
0,835,-1,20
0,836,1,21
0,837,1,22
0,838,1,23
0,839,1,24
0,840,-1,23
0,841,-1,22
0,842,-1,21
0,843,-1,20
0,844,1,21
0,845,-1,20
0,846,-1,19
0,847,1,20
0,848,1,21
0,849,1,22
0,850,1,23
0,851,1,24
0,852,1,25
0,853,-1,24
0,854,1,25
0,855,-1,24
0,856,1,25
0,857,-1,24
0,858,1,25
0,859,1,26
0,860,-1,25
0,861,1,26
0,862,1,27
0,863,-1,26
0,864,-1,25
0,865,-1,24
0,866,1,25
0,867,1,26
0,868,1,27
0,869,1,28
0,870,-1,27
0,871,1,28
0,872,-1,27
0,873,-1,26
0,874,-1,25
0,875,-1,24
0,876,1,25
0,877,1,26
0,878,-1,25
0,879,1,26
0,880,-1,25
0,881,-1,24
0,882,-1,23
0,883,-1,22
0,884,-1,21
0,885,-1,20
0,886,-1,19
0,887,1,20
0,888,-1,19
0,889,-1,18
0,890,-1,17
0,891,-1,16
0,892,-1,15
0,893,-1,14
0,894,-1,13
0,895,1,14
0,896,-1,13
0,897,-1,12
0,898,-1,11
0,899,1,12
0,900,-1,11
0,901,-1,10
0,902,-1,9
0,903,1,10
0,904,1,11
0,905,1,12
0,906,1,13
0,907,1,14
0,908,-1,13
0,909,1,14
0,910,1,15
0,911,1,16
0,912,1,17
0,913,1,18
0,914,-1,17
0,915,-1,16
0,916,-1,15
0,917,1,16
0,918,-1,15
0,919,-1,14
0,920,1,15
0,921,-1,14
0,922,1,15
0,923,1,16
0,924,-1,15
0,925,1,16
0,926,1,17
0,927,-1,16
0,928,1,17
0,929,1,18
0,930,1,19
0,931,1,20
0,932,1,21
0,933,1,22
0,934,-1,21
0,935,-1,20
0,936,-1,19
0,937,-1,18
0,938,-1,17
0,939,-1,16
0,940,1,17
0,941,-1,16
0,942,1,17
0,943,-1,16
0,944,1,17
0,945,1,18
0,946,1,19
0,947,-1,18
0,948,-1,17
0,949,1,18
0,950,-1,17
0,951,-1,16
0,952,1,17
0,953,-1,16
0,954,-1,15
0,955,-1,14
0,956,-1,13
0,957,1,14
0,958,1,15
0,959,-1,14
0,960,-1,13
0,961,-1,12
0,962,-1,11
0,963,1,12
0,964,-1,11
0,965,-1,10
0,966,1,11
0,967,-1,10
0,968,1,11
0,969,1,12
0,970,1,13
0,971,1,14
0,972,1,15
0,973,-1,14
0,974,-1,13
0,975,-1,12
0,976,-1,11
0,977,1,12
0,978,1,13
0,979,1,14
0,980,1,15
0,981,1,16
0,982,-1,15
0,983,-1,14
0,984,1,15
0,985,-1,14
0,986,-1,13
0,987,-1,12
0,988,-1,11
0,989,1,12
0,990,-1,11
0,991,-1,10
0,992,1,11
0,993,1,12
0,994,1,13
0,995,1,14
0,996,1,15
0,997,-1,14
0,998,-1,13
0,999,1,14
0,1000,-1,13
0,1001,-1,12
0,1002,1,13
0,1003,-1,12
0,1004,1,13
0,1005,1,14
0,1006,1,15
0,1007,-1,14
0,1008,1,15
0,1009,1,16
0,1010,1,17
0,1011,1,18
0,1012,1,19
0,1013,-1,18
0,1014,-1,17
0,1015,-1,16
0,1016,-1,15
0,1017,-1,14
0,1018,1,15
0,1019,-1,14
0,1020,1,15
0,1021,-1,14
0,1022,1,15
0,1023,-1,14
0,1024,1,15
0,1025,1,16
0,1026,1,17
0,1027,-1,16
0,1028,1,17
0,1029,1,18
0,1030,1,19
0,1031,1,20
0,1032,-1,19
0,1033,1,20
0,1034,-1,19
0,1035,1,20
0,1036,1,21
0,1037,-1,20
0,1038,1,21
0,1039,-1,20
0,1040,1,21
0,1041,-1,20
0,1042,-1,19
0,1043,-1,18
0,1044,-1,17
0,1045,1,18
0,1046,-1,17
0,1047,1,18
0,1048,1,19
0,1049,-1,18
0,1050,-1,17
0,1051,1,18
0,1052,1,19
0,1053,1,20
0,1054,-1,19
0,1055,1,20
0,1056,-1,19
0,1057,1,20
0,1058,-1,19
0,1059,1,20
0,1060,-1,19
0,1061,1,20
0,1062,-1,19
0,1063,1,20
0,1064,-1,19
0,1065,1,20
0,1066,-1,19
0,1067,-1,18
0,1068,-1,17
0,1069,1,18
0,1070,-1,17
0,1071,-1,16
0,1072,-1,15
0,1073,1,16
0,1074,-1,15
0,1075,1,16
0,1076,1,17
0,1077,-1,16
0,1078,-1,15
0,1079,-1,14
0,1080,1,15
0,1081,-1,14
0,1082,1,15
0,1083,1,16
0,1084,-1,15
0,1085,-1,14
0,1086,-1,13
0,1087,1,14
0,1088,-1,13
0,1089,1,14
0,1090,-1,13
0,1091,1,14
0,1092,-1,13
0,1093,-1,12
0,1094,1,13
0,1095,1,14
0,1096,-1,13
0,1097,1,14
0,1098,-1,13
0,1099,-1,12
0,1100,-1,11
0,1101,-1,10
0,1102,1,11
0,1103,-1,10
0,1104,1,11
0,1105,-1,10
0,1106,-1,9
0,1107,-1,8
0,1108,1,9
0,1109,-1,8
0,1110,1,9
0,1111,1,10
0,1112,1,11
0,1113,1,12
0,1114,1,13
0,1115,-1,12
0,1116,-1,11
0,1117,1,12
0,1118,-1,11
0,1119,1,12
0,1120,-1,11
0,1121,-1,10
0,1122,1,11
0,1123,-1,10
0,1124,1,11
0,1125,-1,10
0,1126,-1,9
0,1127,1,10
0,1128,-1,9
0,1129,1,10
0,1130,1,11
0,1131,-1,10
0,1132,1,11
0,1133,1,12
0,1134,-1,11
0,1135,1,12
0,1136,-1,11
0,1137,-1,10
0,1138,1,11
0,1139,1,12
0,1140,1,13
0,1141,1,14
0,1142,1,15
0,1143,-1,14
0,1144,1,15
0,1145,1,16
0,1146,1,17
0,1147,1,18
0,1148,-1,17
0,1149,1,18
0,1150,1,19
0,1151,1,20
0,1152,-1,19
0,1153,1,20
0,1154,-1,19
0,1155,-1,18
0,1156,1,19
0,1157,1,20
0,1158,1,21
0,1159,1,22
0,1160,1,23
0,1161,1,24
0,1162,1,25
0,1163,1,26
0,1164,-1,25
0,1165,-1,24
0,1166,-1,23
0,1167,-1,22
0,1168,-1,21
0,1169,-1,20
0,1170,-1,19
0,1171,-1,18
0,1172,-1,17
0,1173,-1,16
0,1174,-1,15
0,1175,-1,14
0,1176,1,15
0,1177,-1,14
0,1178,-1,13
0,1179,-1,12
0,1180,-1,11
0,1181,-1,10
0,1182,1,11
0,1183,-1,10
0,1184,-1,9
0,1185,-1,8
0,1186,1,9
0,1187,-1,8
0,1188,-1,7
0,1189,1,8
0,1190,1,9
0,1191,1,10
0,1192,-1,9
0,1193,1,10
0,1194,1,11
0,1195,1,12
0,1196,1,13
0,1197,1,14
0,1198,-1,13
0,1199,1,14
0,1200,1,15
0,1201,1,16
0,1202,1,17
0,1203,-1,16
0,1204,1,17
0,1205,1,18
0,1206,-1,17
0,1207,1,18
0,1208,1,19
0,1209,1,20
0,1210,-1,19
0,1211,-1,18
0,1212,-1,17
0,1213,1,18
0,1214,-1,17
0,1215,1,18
0,1216,-1,17
0,1217,1,18
0,1218,-1,17
0,1219,1,18
0,1220,1,19
0,1221,1,20
0,1222,1,21
0,1223,1,22
0,1224,-1,21
0,1225,1,22
0,1226,-1,21
0,1227,-1,20
0,1228,-1,19
0,1229,1,20
0,1230,1,21
0,1231,1,22
0,1232,-1,21
0,1233,-1,20
0,1234,-1,19
0,1235,-1,18
0,1236,1,19
0,1237,1,20
0,1238,1,21
0,1239,1,22
0,1240,-1,21
0,1241,1,22
0,1242,1,23
0,1243,1,24
0,1244,1,25
0,1245,1,26
0,1246,1,27
0,1247,1,28
0,1248,-1,27
0,1249,1,28
0,1250,1,29
0,1251,-1,28
0,1252,1,29
0,1253,-1,28
0,1254,-1,27
0,1255,-1,26
0,1256,1,27
0,1257,1,28
0,1258,1,29
0,1259,-1,28
0,1260,-1,27
0,1261,-1,26
0,1262,-1,25
0,1263,1,26
0,1264,1,27
0,1265,1,28
0,1266,1,29
0,1267,-1,28
0,1268,-1,27
0,1269,-1,26
0,1270,-1,25
0,1271,-1,24
0,1272,1,25
0,1273,1,26
0,1274,-1,25
0,1275,1,26
0,1276,1,27
0,1277,1,28
0,1278,1,29
0,1279,-1,28
0,1280,1,29
0,1281,-1,28
0,1282,1,29
0,1283,1,30
0,1284,-1,29
0,1285,1,30
0,1286,1,31
0,1287,1,32
0,1288,-1,31
0,1289,-1,30
0,1290,-1,29
0,1291,1,30
0,1292,1,31
0,1293,1,32
0,1294,1,33
0,1295,-1,32
0,1296,-1,31
0,1297,-1,30
0,1298,1,31
0,1299,-1,30
0,1300,-1,29
0,1301,-1,28
0,1302,1,29
0,1303,1,30
0,1304,1,31
0,1305,1,32
0,1306,1,33
0,1307,-1,32
0,1308,1,33
0,1309,-1,32
0,1310,1,33
0,1311,1,34
0,1312,1,35
0,1313,-1,34
0,1314,1,35
0,1315,1,36
0,1316,1,37
0,1317,-1,36
0,1318,1,37
0,1319,-1,36
0,1320,1,37
0,1321,1,38
0,1322,1,39
0,1323,1,40
0,1324,1,41
0,1325,-1,40
0,1326,1,41
0,1327,1,42
0,1328,1,43
0,1329,1,44
0,1330,-1,43
0,1331,-1,42
0,1332,1,43
0,1333,-1,42
0,1334,1,43
0,1335,-1,42
0,1336,-1,41
0,1337,-1,40
0,1338,1,41
0,1339,1,42
0,1340,1,43
0,1341,-1,42
0,1342,1,43
0,1343,1,44
0,1344,-1,43
0,1345,1,44
0,1346,1,45
0,1347,-1,44
0,1348,1,45
0,1349,-1,44
0,1350,1,45
0,1351,1,46
0,1352,-1,45
0,1353,-1,44
0,1354,1,45
0,1355,1,46
0,1356,-1,45
0,1357,1,46
0,1358,-1,45
0,1359,1,46
0,1360,1,47
0,1361,1,48
0,1362,1,49
0,1363,1,50
0,1364,1,51
0,1365,-1,50
0,1366,-1,49
0,1367,1,50
0,1368,1,51
0,1369,1,52
0,1370,1,53
0,1371,1,54
0,1372,-1,53
0,1373,1,54
0,1374,1,55
0,1375,1,56
0,1376,1,57
0,1377,1,58
0,1378,1,59
0,1379,1,60
0,1380,1,61
0,1381,1,62
0,1382,-1,61
0,1383,1,62
0,1384,1,63
0,1385,1,64
0,1386,1,65
0,1387,-1,64
0,1388,1,65
0,1389,-1,64
0,1390,1,65
0,1391,-1,64
0,1392,1,65
0,1393,1,66
0,1394,1,67
0,1395,1,68
0,1396,1,69
0,1397,-1,68
0,1398,1,69
0,1399,-1,68
0,1400,1,69
0,1401,1,70
0,1402,-1,69
0,1403,1,70
0,1404,1,71
0,1405,-1,70
0,1406,-1,69
0,1407,-1,68
0,1408,-1,67
0,1409,1,68
0,1410,-1,67
0,1411,1,68
0,1412,-1,67
0,1413,1,68
0,1414,1,69
0,1415,1,70
0,1416,-1,69
0,1417,-1,68
0,1418,-1,67
0,1419,1,68
0,1420,-1,67
0,1421,1,68
0,1422,1,69
0,1423,1,70
0,1424,-1,69
0,1425,-1,68
0,1426,1,69
0,1427,1,70
0,1428,1,71
0,1429,-1,70
0,1430,1,71
0,1431,-1,70
0,1432,-1,69
0,1433,1,70
0,1434,-1,69
0,1435,1,70
0,1436,-1,69
0,1437,-1,68
0,1438,1,69
0,1439,-1,68
0,1440,1,69
0,1441,-1,68
0,1442,-1,67
0,1443,1,68
0,1444,-1,67
0,1445,1,68
0,1446,-1,67
0,1447,1,68
0,1448,-1,67
0,1449,-1,66
0,1450,1,67
0,1451,1,68
0,1452,-1,67
0,1453,1,68
0,1454,-1,67
0,1455,1,68
0,1456,1,69
0,1457,1,70
0,1458,1,71
0,1459,1,72
0,1460,1,73
0,1461,1,74
0,1462,1,75
0,1463,-1,74
0,1464,1,75
0,1465,1,76
0,1466,1,77
0,1467,-1,76
0,1468,-1,75
0,1469,1,76
0,1470,1,77
0,1471,1,78
0,1472,-1,77
0,1473,-1,76
0,1474,-1,75
0,1475,1,76
0,1476,1,77
0,1477,1,78
0,1478,-1,77
0,1479,1,78
0,1480,-1,77
0,1481,-1,76
0,1482,-1,75
0,1483,1,76
0,1484,-1,75
0,1485,1,76
0,1486,1,77
0,1487,-1,76
0,1488,1,77
0,1489,-1,76
0,1490,1,77
0,1491,-1,76
0,1492,1,77
0,1493,-1,76
0,1494,-1,75
0,1495,1,76
0,1496,-1,75
0,1497,-1,74
0,1498,-1,73
0,1499,1,74
0,1500,1,75
0,1501,-1,74
0,1502,1,75
0,1503,-1,74
0,1504,-1,73
0,1505,-1,72
0,1506,1,73
0,1507,-1,72
0,1508,-1,71
0,1509,1,72
0,1510,-1,71
0,1511,-1,70
0,1512,-1,69
0,1513,-1,68
0,1514,-1,67
0,1515,1,68
0,1516,1,69
0,1517,1,70
0,1518,-1,69
0,1519,-1,68
0,1520,-1,67
0,1521,-1,66
0,1522,-1,65
0,1523,-1,64
0,1524,-1,63
0,1525,-1,62
0,1526,-1,61
0,1527,1,62
0,1528,1,63
0,1529,-1,62
0,1530,-1,61
0,1531,1,62
0,1532,-1,61
0,1533,-1,60
0,1534,-1,59
0,1535,-1,58
0,1536,1,59
0,1537,1,60
0,1538,1,61
0,1539,1,62
0,1540,-1,61
0,1541,1,62
0,1542,1,63
0,1543,-1,62
0,1544,-1,61
0,1545,1,62
0,1546,1,63
0,1547,1,64
0,1548,-1,63
0,1549,-1,62
0,1550,-1,61
0,1551,-1,60
0,1552,1,61
0,1553,1,62
0,1554,-1,61
0,1555,-1,60
0,1556,-1,59
0,1557,-1,58
0,1558,1,59
0,1559,1,60
0,1560,-1,59
0,1561,-1,58
0,1562,-1,57
0,1563,-1,56
0,1564,-1,55
0,1565,1,56
0,1566,-1,55
0,1567,1,56
0,1568,1,57
0,1569,1,58
0,1570,-1,57
0,1571,-1,56
0,1572,1,57
0,1573,-1,56
